Episode,Step,State,Action,Reward,Penalty,Energy Efficiency
2226,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",4,-24.697916666666668,26.0,1.302083333333333
2227,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",4,-22.659742000335065,24.0,1.3402579996649355
2228,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",4,-18.57777777777778,20.0,1.4222222222222223
2229,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,10.334623024278198,12.0,2.334623024278197
2229,1,"[[9.0, 13.0, 1.0, 1.0, 551.7241379310345, 484.8484848484849, 218.0, 226.0]]",0,-10.387421890747833,12.0,1.612578109252167
2230,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,-5.420072282457603,28.0,2.5799277175423967
2230,1,"[[5.0, 13.0, 1.0, 1.0, 640.0, 484.8484848484849, 210.0, 226.0]]",0,5.563983488132095,6.5,2.0639834881320946
2231,0,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,4.145347278090641,8.0,2.145347278090641
2232,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,1.3249055507120033,11.0,2.3249055507120024
2232,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
2232,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-8.294871794871796,21.5,3.2051282051282053
2232,3,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-9.623047699451245,23.0,3.376952300548755
2232,4,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-9.623047699451245,23.0,3.376952300548755
2232,5,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-8.294871794871796,21.5,3.2051282051282053
2232,6,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-5.597242380261248,18.5,2.9027576197387517
2232,7,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-2.310207336523126,15.5,3.1897926634768745
2233,0,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,1.3249055507120033,11.0,2.3249055507120024
2233,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,2.7321428571428577,9.5,2.232142857142857
2233,2,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.915708812260537,5,1.9157088122605364
2234,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.784121320249778,5,1.7841213202497772
2235,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,-8.333333333333334,10,1.6666666666666667
2236,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",3,-14.487426734732464,16.0,1.512573265267536
2237,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,-20.619737750172533,22.0,1.3802622498274673
2238,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",0,-24.697916666666668,26.0,1.302083333333333
2239,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,16.013881396770596,6.0,2.0138813967705973
2239,1,"[[11.0, 19.0, 1.0, 1.0, 516.1290322580645, 410.2564102564102, 222.0, 238.0]]",4,17.47025197025197,4.5,1.97025197025197
2239,2,"[[12.0, 19.0, 1.0, 1.0, 500.0, 410.2564102564102, 224.0, 238.0]]",4,7.439655172413794,4.5,1.9396551724137931
2239,3,"[[12.0, 20.0, 1.0, 1.0, 500.0, 400.0, 224.0, 240.0]]",4,8.331557739857749,3.5,1.831557739857749
2239,4,"[[14.0, 21.0, 1.0, 1.0, 470.5882352941176, 390.2439024390244, 228.0, 242.0]]",4,-1.2344452932688235,13.0,1.7655547067311774
2239,5,"[[13.0, 25.0, 1.0, 1.0, 484.8484848484849, 355.55555555555554, 226.0, 250.0]]",4,0.22833429048048792,11.5,1.728334290480488
2239,6,"[[14.0, 25.0, 1.0, 1.0, 470.5882352941176, 355.55555555555554, 228.0, 250.0]]",4,-1.7949701619778349,13.5,1.7050298380221653
2239,7,"[[14.0, 26.0, 1.0, 1.0, 470.5882352941176, 347.82608695652175, 228.0, 252.0]]",0,-49.04761904761905,50.0,0.9523809523809524
2240,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",2,-40.94957983193277,42.0,1.050420168067227
2241,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",2,-32.83449883449883,34.0,1.1655011655011656
2242,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",3,-30.802574464900463,32.0,1.197425535099536
2243,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,-24.697916666666668,26.0,1.302083333333333
2244,0,"[[0.0, 25.0, 0.0, 1.0, 0.0, 355.55555555555554, 0.0, 250.0]]",3,-20.619737750172533,22.0,1.3802622498274673
2245,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",3,-14.487426734732464,16.0,1.512573265267536
2246,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",1,7.468120115178939,15.0,2.4681201151789387
2246,1,"[[6.0, 14.0, 1.0, 1.0, 615.3846153846154, 470.5882352941176, 212.0, 228.0]]",0,6.848001848001848,5,1.8480018480018479
2247,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,5.563983488132095,6.5,2.0639834881320946
2248,0,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,4.145347278090641,8.0,2.145347278090641
2249,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-1.469155330591585,14.0,2.5308446694084155
2249,1,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
2249,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-4.230875735548633,17.0,2.769124264451367
2249,3,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
2249,4,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-9.623047699451245,23.0,3.376952300548755
2249,5,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-9.623047699451245,23.0,3.376952300548755
2249,6,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-8.294871794871796,21.5,3.2051282051282053
2249,7,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
2249,8,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-4.230875735548633,17.0,2.769124264451367
2249,9,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-1.469155330591585,14.0,2.5308446694084155
2249,10,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
2249,11,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,2.7321428571428577,9.5,2.232142857142857
2249,12,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,4.145347278090641,8.0,2.145347278090641
2250,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,7.779606466242411,5,2.7796064662424107
2251,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,-8.333333333333334,10,1.6666666666666667
2252,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,4.490785099480751,18.0,2.4907850994807514
2252,1,"[[3.0, 19.0, 1.0, 1.0, 695.6521739130435, 410.2564102564102, 206.0, 238.0]]",0,-18.57777777777778,20.0,1.4222222222222223
2253,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,-0.400278441337127,12.5,2.099721558662873
2253,1,"[[8.0, 21.0, 1.0, 1.0, 571.4285714285714, 390.2439024390244, 216.0, 242.0]]",4,-4.457745466051115,16.5,2.042254533948886
2253,2,"[[8.0, 23.0, 1.0, 1.0, 571.4285714285714, 372.0930232558139, 216.0, 246.0]]",0,-34.86508724641793,36.0,1.1349127535820682
2254,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",4,-38.92255892255892,40.0,1.0774410774410776
2255,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",4,-45.00049975012494,46.0,0.9995002498750624
2256,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",4,-47.02450920619437,48.0,0.9754907938056333
2257,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",4,-47.02450920619437,48.0,0.9754907938056333
2258,0,"[[0.0, 31.0, 0.0, 1.0, 0.0, 313.72549019607845, 0.0, 262.0]]",0,-40.94957983193277,42.0,1.050420168067227
2259,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",4,-38.92255892255892,40.0,1.0774410774410776
2260,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",0,-34.86508724641793,36.0,1.1349127535820682
2261,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",0,-30.802574464900463,32.0,1.197425535099536
2262,0,"[[0.0, 24.0, 0.0, 1.0, 0.0, 363.6363636363636, 0.0, 248.0]]",0,-22.659742000335065,24.0,1.3402579996649355
2263,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",0,-18.57777777777778,20.0,1.4222222222222223
2264,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",0,-10.387421890747833,12.0,1.612578109252167
2265,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,6.723766429648783,5,1.7237664296487825
2266,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,-6.812810117034189,29.5,2.687189882965809
2266,1,"[[3.0, 14.0, 1.0, 1.0, 695.6521739130435, 470.5882352941176, 206.0, 228.0]]",0,5.563983488132095,6.5,2.0639834881320946
2267,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,2.7321428571428577,9.5,2.232142857142857
2267,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
2267,2,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,-4.230875735548633,17.0,2.769124264451367
2267,3,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-5.597242380261248,18.5,2.9027576197387517
2267,4,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
2267,5,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
2267,6,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
2267,7,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-1.469155330591585,14.0,2.5308446694084155
2267,8,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
2267,9,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,2.7321428571428577,9.5,2.232142857142857
2267,10,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.987577639751553,5,1.987577639751553
2268,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,6.784121320249778,5,1.7841213202497772
2269,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,-6.961097461097459,19.5,2.538902538902539
2269,1,"[[2.0, 20.0, 1.0, 1.0, 727.2727272727273, 400.0, 204.0, 240.0]]",4,-4.119047619047619,16.5,2.380952380952381
2269,2,"[[4.0, 20.0, 1.0, 1.0, 666.6666666666667, 400.0, 208.0, 240.0]]",0,-18.57777777777778,20.0,1.4222222222222223
2270,0,"[[0.0, 22.0, 0.0, 1.0, 0.0, 380.95238095238096, 0.0, 244.0]]",1,-11.63773186467067,24.0,2.3622681353293307
2270,1,"[[3.0, 23.0, 1.0, 1.0, 695.6521739130435, 372.0930232558139, 206.0, 246.0]]",0,-24.697916666666668,26.0,1.302083333333333
2271,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,16.013881396770596,6.0,2.0138813967705973
2271,1,"[[11.0, 19.0, 1.0, 1.0, 516.1290322580645, 410.2564102564102, 222.0, 238.0]]",0,-30.802574464900463,32.0,1.197425535099536
2272,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",0,-36.89441680486457,38.0,1.105583195135434
2273,0,"[[0.0, 28.0, 0.0, 1.0, 0.0, 333.33333333333326, 0.0, 256.0]]",0,-42.975541042386986,44.0,1.0244589576130105
2274,0,"[[0.0, 32.0, 0.0, 1.0, 0.0, 307.6923076923077, 0.0, 264.0]]",0,-49.04761904761905,50.0,0.9523809523809524
2275,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",0,-49.04761904761905,50.0,0.9523809523809524
2276,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",4,-47.02450920619437,48.0,0.9754907938056333
2277,0,"[[0.0, 30.0, 0.0, 1.0, 0.0, 320.0, 0.0, 260.0]]",4,-38.92255892255892,40.0,1.0774410774410776
2278,0,"[[0.0, 29.0, 0.0, 1.0, 0.0, 326.53061224489795, 0.0, 258.0]]",0,-30.802574464900463,32.0,1.197425535099536
2279,0,"[[0.0, 27.0, 0.0, 1.0, 0.0, 340.4255319148936, 0.0, 254.0]]",0,-24.697916666666668,26.0,1.302083333333333
2280,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",1,13.213707960834398,9.0,2.2137079608343977
2280,1,"[[9.0, 16.0, 1.0, 1.0, 551.7241379310345, 444.44444444444446, 218.0, 232.0]]",0,-12.43871975019516,14.0,1.56128024980484
2281,0,"[[0.0, 20.0, 0.0, 1.0, 0.0, 400.0, 0.0, 240.0]]",2,-8.333333333333334,10,1.6666666666666667
2282,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,-3.9342248314851034,26.5,2.565775168514895
2282,1,"[[4.0, 15.0, 1.0, 1.0, 666.6666666666667, 457.14285714285717, 208.0, 230.0]]",0,6.987577639751553,5,1.987577639751553
2283,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,4.145347278090641,8.0,2.145347278090641
2284,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-1.469155330591585,14.0,2.5308446694084155
2284,1,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-2.8544973544973544,15.5,2.6455026455026456
2284,2,"[[0.0, 8.0, 0.0, 1.0, 0.0, 571.4285714285714, 0.0, 216.0]]",0,-4.230875735548633,17.0,2.769124264451367
2284,3,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-8.294871794871796,21.5,3.2051282051282053
2284,4,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-10.934937611408198,24.5,3.5650623885918002
2284,5,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-10.934937611408198,24.5,3.5650623885918002
2284,6,"[[0.0, 2.0, 0.0, 1.0, 0.0, 727.2727272727273, 0.0, 204.0]]",0,-8.01567944250871,21.5,3.4843205574912894
2285,0,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-5.597242380261248,18.5,2.9027576197387517
2285,1,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-1.469155330591585,14.0,2.5308446694084155
2285,2,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,1.3249055507120033,11.0,2.3249055507120024
2285,3,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,2.7321428571428577,9.5,2.232142857142857
2285,4,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,5.563983488132095,6.5,2.0639834881320946
2286,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,6.915708812260537,5,1.9157088122605364
2287,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-8.333333333333334,10,1.6666666666666667
2288,0,"[[0.0, 13.0, 0.0, 1.0, 0.0, 484.8484848484849, 0.0, 226.0]]",0,-12.43871975019516,14.0,1.56128024980484
2289,0,"[[0.0, 14.0, 0.0, 1.0, 0.0, 470.5882352941176, 0.0, 228.0]]",0,-16.533724340175954,18.0,1.466275659824047
2290,0,"[[0.0, 18.0, 0.0, 1.0, 0.0, 421.0526315789474, 0.0, 236.0]]",3,-20.619737750172533,22.0,1.3802622498274673
2291,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",1,14.627237369528117,7.5,2.1272373695281184
2291,1,"[[10.0, 17.0, 1.0, 1.0, 533.3333333333334, 432.4324324324324, 220.0, 234.0]]",4,14.592951677439212,7.5,2.092951677439212
2291,2,"[[10.0, 18.0, 1.0, 1.0, 533.3333333333334, 421.0526315789474, 220.0, 236.0]]",4,14.560239614824768,7.5,2.0602396148247677
2291,3,"[[10.0, 19.0, 1.0, 1.0, 533.3333333333334, 410.2564102564102, 220.0, 238.0]]",4,-3.009014738821447,15.0,1.9909852611785526
2291,4,"[[9.0, 23.0, 1.0, 1.0, 551.7241379310345, 372.0930232558139, 218.0, 246.0]]",4,-0.10208962497034513,12.0,1.8979103750296547
2291,5,"[[11.0, 23.0, 1.0, 1.0, 516.1290322580645, 372.0930232558139, 222.0, 246.0]]",4,-2.1281587321395143,14.0,1.8718412678604854
2291,6,"[[11.0, 24.0, 1.0, 1.0, 516.1290322580645, 363.6363636363636, 222.0, 248.0]]",4,-13.701121452765207,25.5,1.7988785472347935
2291,7,"[[10.0, 29.0, 1.0, 1.0, 533.3333333333334, 326.53061224489795, 220.0, 258.0]]",4,-12.24445907395216,24.0,1.7555409260478385
2291,8,"[[11.0, 29.0, 1.0, 1.0, 516.1290322580645, 326.53061224489795, 222.0, 258.0]]",2,-12.24445907395216,24.0,1.7555409260478385
2291,9,"[[11.0, 29.0, 1.0, 1.0, 516.1290322580645, 326.53061224489795, 222.0, 258.0]]",2,-2.695030473511487,14.5,1.8049695264885137
2291,10,"[[12.0, 25.0, 1.0, 1.0, 500.0, 355.55555555555554, 224.0, 250.0]]",2,-3.583398083398084,15.5,1.9166019166019166
2291,11,"[[10.0, 24.0, 1.0, 1.0, 533.3333333333334, 363.6363636363636, 220.0, 248.0]]",4,-11.981934164057694,24.0,2.0180658359423056
2291,12,"[[7.0, 26.0, 1.0, 1.0, 592.5925925925926, 347.82608695652175, 214.0, 252.0]]",4,-3.874355952958574,16.0,2.125644047041427
2291,13,"[[7.0, 22.0, 1.0, 1.0, 592.5925925925926, 380.95238095238096, 214.0, 244.0]]",4,-2.68888888888889,15.0,2.311111111111111
2291,14,"[[5.0, 20.0, 1.0, 1.0, 640.0, 400.0, 210.0, 240.0]]",4,5.949818239291924,16.5,2.4498182392919237
2291,15,"[[4.0, 18.0, 1.0, 1.0, 666.6666666666667, 421.0526315789474, 208.0, 236.0]]",0,-8.333333333333334,10,1.6666666666666667
2292,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,-8.260694508400931,31.0,2.7393054915990698
2292,1,"[[1.0, 17.0, 1.0, 1.0, 761.9047619047619, 432.4324324324324, 202.0, 234.0]]",0,6.848001848001848,5,1.8480018480018479
2293,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,4.145347278090641,8.0,2.145347278090641
2294,0,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,1.3249055507120033,11.0,2.3249055507120024
2294,1,"[[0.0, 11.0, 0.0, 1.0, 0.0, 516.1290322580645, 0.0, 222.0]]",0,-4.230875735548633,17.0,2.769124264451367
2294,2,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-6.9523809523809526,20.0,3.0476190476190474
2294,3,"[[0.0, 5.0, 0.0, 1.0, 0.0, 640.0, 0.0, 210.0]]",0,-9.623047699451245,23.0,3.376952300548755
2294,4,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",4,-9.623047699451245,23.0,3.376952300548755
2294,5,"[[0.0, 3.0, 0.0, 1.0, 0.0, 695.6521739130435, 0.0, 206.0]]",0,-5.597242380261248,18.5,2.9027576197387517
2294,6,"[[0.0, 6.0, 0.0, 1.0, 0.0, 615.3846153846154, 0.0, 212.0]]",0,-4.230875735548633,17.0,2.769124264451367
2294,7,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",2,-2.310207336523126,15.5,3.1897926634768745
2295,0,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,2.7321428571428577,9.5,2.232142857142857
2295,1,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.915708812260537,5,1.9157088122605364
2296,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,6.784121320249778,5,1.7841213202497772
2297,0,"[[0.0, 16.0, 0.0, 1.0, 0.0, 444.44444444444446, 0.0, 232.0]]",1,4.563828650785172,18.0,2.563828650785173
2297,1,"[[3.0, 17.0, 1.0, 1.0, 695.6521739130435, 432.4324324324324, 206.0, 234.0]]",0,-10.387421890747833,12.0,1.612578109252167
2298,0,"[[0.0, 15.0, 0.0, 1.0, 0.0, 457.14285714285717, 0.0, 230.0]]",0,-18.57777777777778,20.0,1.4222222222222223
2299,0,"[[0.0, 19.0, 0.0, 1.0, 0.0, 410.2564102564102, 0.0, 238.0]]",1,-1.2535738597685508,13.5,2.24642614023145
2299,1,"[[6.0, 20.0, 1.0, 1.0, 615.3846153846154, 400.0, 212.0, 240.0]]",4,-0.400278441337127,12.5,2.099721558662873
2299,2,"[[8.0, 21.0, 1.0, 1.0, 571.4285714285714, 390.2439024390244, 216.0, 242.0]]",4,-2.429606625258799,14.5,2.070393374741201
2299,3,"[[8.0, 22.0, 1.0, 1.0, 571.4285714285714, 380.95238095238096, 216.0, 244.0]]",4,-7.061368176310705,19.0,1.938631823689295
2299,4,"[[9.0, 25.0, 1.0, 1.0, 551.7241379310345, 355.55555555555554, 218.0, 250.0]]",4,-9.086063351303071,21.0,1.9139366486969283
2299,5,"[[9.0, 26.0, 1.0, 1.0, 551.7241379310345, 347.82608695652175, 218.0, 252.0]]",2,-6.177309875074712,18.0,1.8226901249252874
2299,6,"[[11.0, 26.0, 1.0, 1.0, 516.1290322580645, 347.82608695652175, 222.0, 252.0]]",2,-6.177309875074712,18.0,1.8226901249252874
2299,7,"[[11.0, 26.0, 1.0, 1.0, 516.1290322580645, 347.82608695652175, 222.0, 252.0]]",2,-5.6087470449172585,17.5,1.8912529550827424
2299,8,"[[10.0, 25.0, 1.0, 1.0, 533.3333333333334, 355.55555555555554, 220.0, 250.0]]",0,-32.83449883449883,34.0,1.1655011655011656
2300,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",0,-30.802574464900463,32.0,1.197425535099536
2301,0,"[[0.0, 26.0, 0.0, 1.0, 0.0, 347.82608695652175, 0.0, 252.0]]",0,-22.659742000335065,24.0,1.3402579996649355
2302,0,"[[0.0, 21.0, 0.0, 1.0, 0.0, 390.2439024390244, 0.0, 242.0]]",1,-11.63773186467067,24.0,2.3622681353293307
2302,1,"[[3.0, 23.0, 1.0, 1.0, 695.6521739130435, 372.0930232558139, 206.0, 246.0]]",4,-4.119047619047619,16.5,2.380952380952381
2302,2,"[[4.0, 20.0, 1.0, 1.0, 666.6666666666667, 400.0, 208.0, 240.0]]",4,-5.543380775979724,18.0,2.456619224020277
2302,3,"[[3.0, 20.0, 1.0, 1.0, 695.6521739130435, 400.0, 206.0, 240.0]]",4,4.490785099480751,18.0,2.4907850994807514
2302,4,"[[3.0, 19.0, 1.0, 1.0, 695.6521739130435, 410.2564102564102, 206.0, 238.0]]",4,-5.397039684115324,28.0,2.6029603158846752
2302,5,"[[3.0, 16.0, 1.0, 1.0, 695.6521739130435, 444.44444444444446, 206.0, 232.0]]",4,-5.355974699413071,28.0,2.644025300586928
2302,6,"[[3.0, 15.0, 1.0, 1.0, 695.6521739130435, 457.14285714285717, 206.0, 230.0]]",0,6.915708812260537,5,1.9157088122605364
2303,0,"[[0.0, 12.0, 0.0, 1.0, 0.0, 500.0, 0.0, 224.0]]",0,4.145347278090641,8.0,2.145347278090641
2304,0,"[[0.0, 9.0, 0.0, 1.0, 0.0, 551.7241379310345, 0.0, 218.0]]",0,-0.07575757575757613,12.5,2.4242424242424243
2304,1,"[[0.0, 10.0, 0.0, 1.0, 0.0, 533.3333333333334, 0.0, 220.0]]",0,-4.230875735548633,17.0,2.769124264451367
2304,2,"[[0.0, 7.0, 0.0, 1.0, 0.0, 592.5925925925926, 0.0, 214.0]]",0,-8.294871794871796,21.5,3.2051282051282053
2304,3,"[[0.0, 4.0, 0.0, 1.0, 0.0, 666.6666666666667, 0.0, 208.0]]",0,-8.294871794871796,21.5,3.2051282051282053
